Name	ID	Organism	log2FoldChange	Base
CSF1R	ENSG00000182578	Mus musculus	0.4757142889063922	Melanocyte
CSF1R	ENSG00000182578	Macaca fascicularis	0.15675565803321442	Horizontal Cell
CSF1R	ENSG00000182578	Macaca fascicularis	-0.9846850350612308	Melanocyte
CSF1R	ENSG00000182578	Macaca fascicularis	-0.10631174404962315	Bipolar Cell
CYBB	ENSG00000165168	Homo sapiens	8.279490312743947	Microglia
CYBB	ENSG00000165168	Homo sapiens	8.061374187311603	Macrophage
CYBB	ENSG00000165168	Mus musculus	8.190345365161773	Macrophage
CYBB	ENSG00000165168	Mus musculus	7.8111603394860225	Microglia
CYBB	ENSG00000165168	Mus musculus	-3.261595804128785	RPC
CYBB	ENSG00000165168	Homo sapiens	-2.329211936233855	Muller Glia
CYBB	ENSG00000165168	Homo sapiens	-2.3025443727272035	Bipolar Cell
CYBB	ENSG00000165168	Homo sapiens	-2.2602584422437735	Amacrine Cell
CYBB	ENSG00000165168	Mus musculus	-2.28495524423154	Horizontal Cell
CYBB	ENSG00000165168	Mus musculus	-2.4774243894391703	Neurogenic Cell
CYBB	ENSG00000165168	Mus musculus	-2.2745764636766483	Muller Glia
CYBB	ENSG00000165168	Homo sapiens	-1.808887723847665	Cone
CYBB	ENSG00000165168	Homo sapiens	-1.668090126476092	RPC
CYBB	ENSG00000165168	Mus musculus	-1.0555572641324544	Retinal Ganglion Cell
CYBB	ENSG00000165168	Homo sapiens	-1.4043956503436148	Horizontal Cell
CYBB	ENSG00000165168	Mus musculus	-1.4622155527908627	AC/HC Precursor
CYBB	ENSG00000165168	Homo sapiens	-0.7725923334987269	Rod
CYBB	ENSG00000165168	Mus musculus	0.7457328723939491	Cone
CYBB	ENSG00000165168	Mus musculus	-1.1190539682313718	Rod Bipolar Cell
CYBB	ENSG00000165168	Homo sapiens	-0.681325348276249	Retinal Ganglion Cell
CYBB	ENSG00000165168	Homo sapiens	-0.7040120904862026	Melanocyte
CYBB	ENSG00000165168	Homo sapiens	-0.8372308787567847	Pericyte
CYBB	ENSG00000165168	Mus musculus	0.8324789164330364	Pericyte
CYBB	ENSG00000165168	Mus musculus	0.5320877867909609	Bipolar Cell
CYBB	ENSG00000165168	Mus musculus	-0.5918959856274137	Amacrine Cell
CYBB	ENSG00000165168	Mus musculus	-0.5459334741329043	Rod
CYBB	ENSG00000165168	Homo sapiens	-0.65605767982116	Rod Bipolar Cell
CYBB	ENSG00000165168	Homo sapiens	-0.5636665184429933	AC/HC Precursor
CYBB	ENSG00000165168	Homo sapiens	0.30894654953819845	Neurogenic Cell
CYBB	ENSG00000165168	Mus musculus	0.7217263347263275	Melanocyte
CYBB	ENSG00000165168	Macaca fascicularis	-0.31506674672351653	Amacrine Cell
CYBB	ENSG00000165168	Macaca fascicularis	-0.2912869675647637	Bipolar Cell
CYBB	ENSG00000165168	Macaca fascicularis	-0.31820497082340055	Cone
CYBB	ENSG00000165168	Macaca fascicularis	-0.21596689925875934	Horizontal Cell
CYBB	ENSG00000165168	Macaca fascicularis	2.953098243974209	Macrophage
CYBB	ENSG00000165168	Macaca fascicularis	-0.27336348623263673	Melanocyte
CYBB	ENSG00000165168	Macaca fascicularis	2.105221836111326	Microglia
CYBB	ENSG00000165168	Macaca fascicularis	-0.34014953895794936	Muller Glia
CYBB	ENSG00000165168	Macaca fascicularis	-0.572675120645095	Pericyte
CYBB	ENSG00000165168	Macaca fascicularis	-0.33524748783391184	Retinal Ganglion Cell
CYBB	ENSG00000165168	Macaca fascicularis	-0.33806320383579685	Rod
DCT	ENSG00000080166	Homo sapiens	10.034225035354995	Melanocyte
DCT	ENSG00000080166	Homo sapiens	4.930297077961608	Cone
DCT	ENSG00000080166	Mus musculus	7.733592832617014	Melanocyte
DCT	ENSG00000080166	Macaca fascicularis	8.436722556324302	Melanocyte
DCT	ENSG00000080166	Homo sapiens	2.2899289178093283	Rod
DCT	ENSG00000080166	Homo sapiens	-2.6200630122091177	Amacrine Cell
DCT	ENSG00000080166	Mus musculus	2.4620499930125868	Cone
DCT	ENSG00000080166	Homo sapiens	-2.8260916967149816	Horizontal Cell
DCT	ENSG00000080166	Homo sapiens	-2.106996742708457	Retinal Ganglion Cell
DCT	ENSG00000080166	Mus musculus	-2.043034991867145	Retinal Ganglion Cell
DCT	ENSG00000080166	Mus musculus	1.6640832492666313	Amacrine Cell
DCT	ENSG00000080166	Mus musculus	-2.048215863313233	RPC
DCT	ENSG00000080166	Homo sapiens	-2.1460180763858263	AC/HC Precursor
DCT	ENSG00000080166	Homo sapiens	-1.0281349339157924	Bipolar Cell
DCT	ENSG00000080166	Homo sapiens	-1.38593092293921	Pericyte
DCT	ENSG00000080166	Homo sapiens	-1.0682907825606625	Macrophage
DCT	ENSG00000080166	Mus musculus	-2.007189595295812	Rod Bipolar Cell
DCT	ENSG00000080166	Mus musculus	1.0739994312569061	Rod
DCT	ENSG00000080166	Homo sapiens	-1.3621962587860348	RPC
DCT	ENSG00000080166	Mus musculus	-1.4723252301981675	Microglia
DCT	ENSG00000080166	Homo sapiens	-0.9440125656408211	Microglia
DCT	ENSG00000080166	Mus musculus	-1.2885570771488755	Macrophage
DCT	ENSG00000080166	Mus musculus	1.2254487505700746	Pericyte
DCT	ENSG00000080166	Mus musculus	-0.6979949445396288	Neurogenic Cell
DCT	ENSG00000080166	Mus musculus	-0.6595965030077597	Muller Glia
DCT	ENSG00000080166	Mus musculus	-0.3743062569360994	Bipolar Cell
DCT	ENSG00000080166	Macaca fascicularis	-1.1794953968829736	Macrophage
DCT	ENSG00000080166	Macaca fascicularis	-1.2094610470630633	Rod
DCT	ENSG00000080166	Macaca fascicularis	-0.8302575175718261	Cone
DCT	ENSG00000080166	Macaca fascicularis	0.9977765613022151	Retinal Ganglion Cell
DCT	ENSG00000080166	Mus musculus	-0.3266268006174491	Horizontal Cell
DCT	ENSG00000080166	Mus musculus	-0.4224048404305807	AC/HC Precursor
DCT	ENSG00000080166	Homo sapiens	0.39664949121358	Neurogenic Cell
DCT	ENSG00000080166	Homo sapiens	-0.3792937213542949	Rod Bipolar Cell
DCT	ENSG00000080166	Macaca fascicularis	-0.3855151882785102	Microglia
DCT	ENSG00000080166	Macaca fascicularis	0.6130118283341447	Pericyte
DCT	ENSG00000080166	Macaca fascicularis	-1.2348897453562497	Bipolar Cell
DCT	ENSG00000080166	Homo sapiens	0.011309460895358765	Muller Glia
DCT	ENSG00000080166	Macaca fascicularis	-0.28888331757455327	Horizontal Cell
DCT	ENSG00000080166	Macaca fascicularis	-0.47263159217927997	Amacrine Cell
DCT	ENSG00000080166	Macaca fascicularis	-0.3313113616804567	Muller Glia
DIO2	ENSG00000211448	Homo sapiens	6.7159037642592825	Muller Glia
DIO2	ENSG00000211448	Mus musculus	8.07893350929722	Muller Glia
DIO2	ENSG00000211448	Homo sapiens	3.327624712999692	Pericyte
DIO2	ENSG00000211448	Homo sapiens	-3.4893730303038626	Melanocyte
DIO2	ENSG00000211448	Homo sapiens	-3.8193507642595748	Macrophage
DIO2	ENSG00000211448	Homo sapiens	-2.7694737252635737	Retinal Ganglion Cell
DIO2	ENSG00000211448	Macaca fascicularis	5.433858082948994	Muller Glia
DIO2	ENSG00000211448	Homo sapiens	-2.1905946526384543	Bipolar Cell
DIO2	ENSG00000211448	Homo sapiens	-2.364424089504756	Amacrine Cell
DIO2	ENSG00000211448	Homo sapiens	-1.5696170635347564	Rod
DIO2	ENSG00000211448	Homo sapiens	-2.0976230976078543	Cone
DIO2	ENSG00000211448	Macaca fascicularis	-3.298732291607635	Retinal Ganglion Cell
DIO2	ENSG00000211448	Mus musculus	2.42608274121383	Pericyte
DIO2	ENSG00000211448	Mus musculus	1.5234828136734702	Amacrine Cell
DIO2	ENSG00000211448	Macaca fascicularis	-2.965963164211239	Amacrine Cell
DIO2	ENSG00000211448	Mus musculus	-2.189368941358001	RPC
DIO2	ENSG00000211448	Homo sapiens	-2.1199791869698976	Rod Bipolar Cell
DIO2	ENSG00000211448	Macaca fascicularis	-2.8172510961757675	Macrophage
DIO2	ENSG00000211448	Macaca fascicularis	-2.56588556074163	Pericyte
DIO2	ENSG00000211448	Mus musculus	-2.518245997866547	Rod Bipolar Cell
DIO2	ENSG00000211448	Mus musculus	-1.1496673416757273	Retinal Ganglion Cell
DIO2	ENSG00000211448	Homo sapiens	-1.7469203034809249	Neurogenic Cell
DIO2	ENSG00000211448	Homo sapiens	-0.9059580926245547	Microglia
DIO2	ENSG00000211448	Mus musculus	-1.0122112177771665	Cone
DIO2	ENSG00000211448	Homo sapiens	1.016247581506957	RPC
DIO2	ENSG00000211448	Mus musculus	-1.7465187189004578	AC/HC Precursor
DIO2	ENSG00000211448	Homo sapiens	-0.8534408458911373	Horizontal Cell
DIO2	ENSG00000211448	Mus musculus	-1.285951180648565	Neurogenic Cell
DIO2	ENSG00000211448	Mus musculus	-1.091960441213485	Macrophage
DIO2	ENSG00000211448	Mus musculus	-1.8510095000181415	Melanocyte
DIO2	ENSG00000211448	Homo sapiens	-0.8503409012962976	AC/HC Precursor
DIO2	ENSG00000211448	Macaca fascicularis	-1.271458808788211	Microglia
DIO2	ENSG00000211448	Mus musculus	0.5302814197951422	Microglia
DIO2	ENSG00000211448	Mus musculus	0.28920128570926207	Rod
DIO2	ENSG00000211448	Mus musculus	-0.1966390817056779	Horizontal Cell
DIO2	ENSG00000211448	Mus musculus	-0.10296136182496714	Bipolar Cell
DIO2	ENSG00000211448	Macaca fascicularis	-0.48283515169284236	Rod
DIO2	ENSG00000211448	Macaca fascicularis	-0.32010258198119557	Cone
DIO2	ENSG00000211448	Macaca fascicularis	-0.8513806790706857	Horizontal Cell
DIO2	ENSG00000211448	Macaca fascicularis	-1.8127266415471162	Melanocyte
DIO2	ENSG00000211448	Macaca fascicularis	0.8106606028605978	Bipolar Cell
DLL1	ENSG00000198719	Mus musculus	4.828702832644109	Neurogenic Cell
DLL1	ENSG00000198719	Mus musculus	3.6715365118533985	Cone
DLL1	ENSG00000198719	Homo sapiens	4.2603070174906765	Neurogenic Cell
DLL1	ENSG00000198719	Homo sapiens	2.4853888579895846	Cone
DLL1	ENSG00000198719	Homo sapiens	-2.380060013626247	Melanocyte
DLL1	ENSG00000198719	Homo sapiens	-1.9300998304871095	Rod
DLL1	ENSG00000198719	Homo sapiens	-2.9175058356974435	Horizontal Cell
DLL1	ENSG00000198719	Homo sapiens	-2.1535662684771992	Amacrine Cell
DLL1	ENSG00000198719	Mus musculus	2.5059849597658084	RPC
DLL1	ENSG00000198719	Homo sapiens	-1.6622821709882512	Retinal Ganglion Cell
DLL1	ENSG00000198719	Homo sapiens	2.3622968275645486	RPC
DLL1	ENSG00000198719	Mus musculus	1.7333053652311283	Bipolar Cell
DLL1	ENSG00000198719	Mus musculus	-2.7621612887092586	Macrophage
DLL1	ENSG00000198719	Macaca fascicularis	3.0924899310126515	Pericyte
DLL1	ENSG00000198719	Macaca fascicularis	3.799401580037821	Cone
DLL1	ENSG00000198719	Mus musculus	1.5579338601103774	Rod
DLL1	ENSG00000198719	Mus musculus	-1.7567429001584667	Horizontal Cell
DLL1	ENSG00000198719	Mus musculus	-3.1123889460693235	Rod Bipolar Cell
DLL1	ENSG00000198719	Homo sapiens	-2.842362507112453	Rod Bipolar Cell
DLL1	ENSG00000198719	Macaca fascicularis	-3.2766635883573993	Macrophage
DLL1	ENSG00000198719	Mus musculus	-2.0161975486613333	Microglia
DLL1	ENSG00000198719	Homo sapiens	-0.7629880876040079	Bipolar Cell
DLL1	ENSG00000198719	Mus musculus	-2.614508244641377	Melanocyte
DLL1	ENSG00000198719	Mus musculus	1.4672068930822897	AC/HC Precursor
DLL1	ENSG00000198719	Mus musculus	1.0687855457949254	Muller Glia
DLL1	ENSG00000198719	Homo sapiens	-0.8144284132583887	Macrophage
DLL1	ENSG00000198719	Homo sapiens	-0.9540527203948479	Microglia
DLL1	ENSG00000198719	Macaca fascicularis	-1.9789297537533952	Retinal Ganglion Cell
DLL1	ENSG00000198719	Homo sapiens	-0.8515356104089741	Pericyte
DLL1	ENSG00000198719	Macaca fascicularis	-2.218234234819565	Muller Glia
DLL1	ENSG00000198719	Mus musculus	0.621398996219124	Amacrine Cell
DLL1	ENSG00000198719	Mus musculus	-0.9576493092540084	Pericyte
DLL1	ENSG00000198719	Homo sapiens	0.9652707222817426	AC/HC Precursor
DLL1	ENSG00000198719	Homo sapiens	-0.35737574797566407	Muller Glia
DLL1	ENSG00000198719	Mus musculus	0.09750263366381222	Retinal Ganglion Cell
DLL1	ENSG00000198719	Macaca fascicularis	0.5627288027284638	Rod
DLL1	ENSG00000198719	Macaca fascicularis	0.08807832897722198	Microglia
DLL1	ENSG00000198719	Macaca fascicularis	-1.096953275069585	Horizontal Cell
DLL1	ENSG00000198719	Macaca fascicularis	-0.6828885675356235	Melanocyte
DLL1	ENSG00000198719	Macaca fascicularis	-0.49966723117464656	Amacrine Cell
DLL1	ENSG00000198719	Macaca fascicularis	0.7156288635664421	Bipolar Cell
EDNRB	ENSG00000136160	Homo sapiens	7.015332451821266	Melanocyte
EDNRB	ENSG00000136160	Macaca fascicularis	8.639484718359455	Melanocyte
EDNRB	ENSG00000136160	Macaca fascicularis	4.948026005478169	Pericyte
EDNRB	ENSG00000136160	Macaca fascicularis	-6.999432420711294	Retinal Ganglion Cell
EDNRB	ENSG00000136160	Homo sapiens	-5.017397946420432	Retinal Ganglion Cell
EDNRB	ENSG00000136160	Homo sapiens	-3.988534629089462	Rod
EDNRB	ENSG00000136160	Homo sapiens	4.04014033808597	Pericyte
EDNRB	ENSG00000136160	Homo sapiens	3.321855851698459	Muller Glia
EDNRB	ENSG00000136160	Macaca fascicularis	5.004155899415453	Muller Glia
EDNRB	ENSG00000136160	Homo sapiens	-4.2743137716795845	Amacrine Cell
EDNRB	ENSG00000136160	Mus musculus	7.3685525634543625	Melanocyte
EDNRB	ENSG00000136160	Macaca fascicularis	-4.38754853221803	Amacrine Cell
EDNRB	ENSG00000136160	Mus musculus	-3.8484110451297173	Retinal Ganglion Cell
EDNRB	ENSG00000136160	Mus musculus	3.77884190501989	RPC
EDNRB	ENSG00000136160	Mus musculus	3.394454536107254	Muller Glia
EDNRB	ENSG00000136160	Mus musculus	-3.5878917798703123	Horizontal Cell
EDNRB	ENSG00000136160	Mus musculus	3.3126715956365658	Neurogenic Cell
EDNRB	ENSG00000136160	Macaca fascicularis	-3.3580782689262474	Rod
EDNRB	ENSG00000136160	Macaca fascicularis	-5.235659622018048	Macrophage
EDNRB	ENSG00000136160	Mus musculus	2.118265700297543	Bipolar Cell
EDNRB	ENSG00000136160	Homo sapiens	-2.717704057831161	Horizontal Cell
EDNRB	ENSG00000136160	Homo sapiens	-1.6400729499559168	Bipolar Cell
EDNRB	ENSG00000136160	Mus musculus	2.757655153390556	Microglia
EDNRB	ENSG00000136160	Mus musculus	2.3740589689728204	Macrophage
EDNRB	ENSG00000136160	Mus musculus	-1.772613757050267	Rod
EDNRB	ENSG00000136160	Mus musculus	-3.059665087264351	AC/HC Precursor
EDNRB	ENSG00000136160	Mus musculus	1.5747444810526492	Pericyte
EDNRB	ENSG00000136160	Homo sapiens	-2.3577297871910967	AC/HC Precursor
EDNRB	ENSG00000136160	Homo sapiens	0.8994488281520238	Macrophage
EDNRB	ENSG00000136160	Mus musculus	0.9484949335218066	Cone
EDNRB	ENSG00000136160	Macaca fascicularis	-1.4456790488627427	Bipolar Cell
EDNRB	ENSG00000136160	Homo sapiens	0.9982944768352261	RPC
EDNRB	ENSG00000136160	Homo sapiens	-0.6883992374796365	Cone
EDNRB	ENSG00000136160	Homo sapiens	-1.3469056288503205	Neurogenic Cell
EDNRB	ENSG00000136160	Macaca fascicularis	-1.2043212322512786	Cone
EDNRB	ENSG00000136160	Homo sapiens	0.42226187114656183	Microglia
EDNRB	ENSG00000136160	Mus musculus	0.3997457869139838	Amacrine Cell
EDNRB	ENSG00000136160	Mus musculus	-0.7056597796830114	Rod Bipolar Cell
EDNRB	ENSG00000136160	Homo sapiens	0.2344299394824132	Rod Bipolar Cell
EDNRB	ENSG00000136160	Macaca fascicularis	-0.34328812789074503	Microglia
EDNRB	ENSG00000136160	Macaca fascicularis	-1.5496965104582732	Horizontal Cell
ELAVL4	ENSG00000162374	Mus musculus	7.008884623242606	Retinal Ganglion Cell
ELAVL4	ENSG00000162374	Homo sapiens	7.877243865554228	Retinal Ganglion Cell
ELAVL4	ENSG00000162374	Homo sapiens	6.306024547503667	Amacrine Cell
ELAVL4	ENSG00000162374	Mus musculus	5.177040592689344	Amacrine Cell
ELAVL4	ENSG00000162374	Homo sapiens	3.253820067324706	Microglia
ELAVL4	ENSG00000162374	Homo sapiens	3.342217071173441	Macrophage
ELAVL4	ENSG00000162374	Macaca fascicularis	4.514774823973868	Retinal Ganglion Cell
ELAVL4	ENSG00000162374	Homo sapiens	-1.7213175559034517	Muller Glia
ELAVL4	ENSG00000162374	Macaca fascicularis	3.968205029904362	Amacrine Cell
ELAVL4	ENSG00000162374	Mus musculus	2.7633461750619888	AC/HC Precursor
ELAVL4	ENSG00000162374	Mus musculus	1.5587080927101056	Cone
ELAVL4	ENSG00000162374	Mus musculus	1.5396164740153493	Horizontal Cell
ELAVL4	ENSG00000162374	Mus musculus	1.267596867505673	Bipolar Cell
ELAVL4	ENSG00000162374	Homo sapiens	-2.206752237309899	RPC
ELAVL4	ENSG00000162374	Homo sapiens	-1.2321676410507876	Rod
ELAVL4	ENSG00000162374	Macaca fascicularis	3.085759093487621	Macrophage
ELAVL4	ENSG00000162374	Homo sapiens	2.33725552721137	Neurogenic Cell
ELAVL4	ENSG00000162374	Homo sapiens	-1.4669873509125397	Melanocyte
ELAVL4	ENSG00000162374	Macaca fascicularis	-2.7441317932685148	Rod
ELAVL4	ENSG00000162374	Mus musculus	1.5597689723091914	Macrophage
ELAVL4	ENSG00000162374	Macaca fascicularis	-2.715290212533451	Muller Glia
ELAVL4	ENSG00000162374	Mus musculus	1.0798356939677944	Neurogenic Cell
ELAVL4	ENSG00000162374	Mus musculus	1.2991858806162755	Microglia
ELAVL4	ENSG00000162374	Homo sapiens	0.7556970754099545	Bipolar Cell
ELAVL4	ENSG00000162374	Homo sapiens	-1.2978804238437782	Pericyte
ELAVL4	ENSG00000162374	Macaca fascicularis	2.4331793922178635	Microglia
ELAVL4	ENSG00000162374	Mus musculus	-0.8995038161458822	RPC
ELAVL4	ENSG00000162374	Homo sapiens	0.772818303410501	Cone
ELAVL4	ENSG00000162374	Mus musculus	-0.8839225214575565	Muller Glia
ELAVL4	ENSG00000162374	Mus musculus	0.6312986459008784	Rod
ELAVL4	ENSG00000162374	Homo sapiens	1.1833755334977563	AC/HC Precursor
ELAVL4	ENSG00000162374	Homo sapiens	0.7124268776438746	Horizontal Cell
ELAVL4	ENSG00000162374	Macaca fascicularis	-1.8461337084106773	Bipolar Cell
ELAVL4	ENSG00000162374	Macaca fascicularis	-1.0377939035763095	Cone
ELAVL4	ENSG00000162374	Mus musculus	-0.5744654138289961	Rod Bipolar Cell
ELAVL4	ENSG00000162374	Mus musculus	0.3079538148547819	Pericyte
ELAVL4	ENSG00000162374	Homo sapiens	-0.330937619976657	Rod Bipolar Cell
ELAVL4	ENSG00000162374	Macaca fascicularis	-0.5942509849221155	Pericyte
ELAVL4	ENSG00000162374	Macaca fascicularis	-1.055695044539249	Horizontal Cell
ELAVL4	ENSG00000162374	Macaca fascicularis	-0.7879024651835806	Melanocyte
ELAVL4	ENSG00000162374	Mus musculus	0.0036816314741572724	Melanocyte
FGF18	ENSG00000156427	Mus musculus	3.901287652639025	Amacrine Cell
FGF18	ENSG00000156427	Mus musculus	4.362744931550192	Horizontal Cell
FGF18	ENSG00000156427	Homo sapiens	4.416325979067445	AC/HC Precursor
FGF18	ENSG00000156427	Mus musculus	5.7520116661955445	AC/HC Precursor
FGF18	ENSG00000156427	Homo sapiens	-2.1882282071863757	Rod
FGF18	ENSG00000156427	Mus musculus	-4.5945437678503485	RPC
FGF18	ENSG00000156427	Mus musculus	2.3810839499949155	Retinal Ganglion Cell
FGF18	ENSG00000156427	Mus musculus	-2.9180570451855106	Cone
FGF18	ENSG00000156427	Homo sapiens	-1.5467751417135474	Muller Glia
FGF18	ENSG00000156427	Mus musculus	-3.16917138230522	Neurogenic Cell
FGF18	ENSG00000156427	Mus musculus	2.592527407503195	Pericyte
FGF18	ENSG00000156427	Mus musculus	-2.2414956164908397	Rod
FGF18	ENSG00000156427	Homo sapiens	-2.1270297008539103	RPC
FGF18	ENSG00000156427	Homo sapiens	-1.186705012746733	Bipolar Cell
FGF18	ENSG00000156427	Mus musculus	-2.730879163669566	Microglia
FGF18	ENSG00000156427	Homo sapiens	-1.2482190455382496	Cone
FGF18	ENSG00000156427	Homo sapiens	1.1530163787936027	Horizontal Cell
FGF18	ENSG00000156427	Mus musculus	1.0493443417598207	Bipolar Cell
FGF18	ENSG00000156427	Homo sapiens	0.859066041924434	Pericyte
FGF18	ENSG00000156427	Homo sapiens	-0.6139683606184796	Melanocyte
FGF18	ENSG00000156427	Mus musculus	-1.795866766530133	Rod Bipolar Cell
FGF18	ENSG00000156427	Mus musculus	-0.9437618108463488	Muller Glia
FGF18	ENSG00000156427	Mus musculus	-0.8319281617587577	Macrophage
FGF18	ENSG00000156427	Homo sapiens	-0.500083249089321	Microglia
FGF18	ENSG00000156427	Mus musculus	-1.3136303934730107	Melanocyte
FGF18	ENSG00000156427	Homo sapiens	-0.156843988521291	Retinal Ganglion Cell
FGF18	ENSG00000156427	Homo sapiens	-0.21800659647621054	Neurogenic Cell
FGF18	ENSG00000156427	Homo sapiens	0.09618277714807345	Rod Bipolar Cell
FGF18	ENSG00000156427	Homo sapiens	-0.03808845483191645	Amacrine Cell
FGF18	ENSG00000156427	Homo sapiens	0.01961922783512123	Macrophage
FGF18	ENSG00000156427	Macaca fascicularis	0.001614250296321087	Amacrine Cell
FGF18	ENSG00000156427	Macaca fascicularis	-0.5356124017132248	Bipolar Cell
FGF18	ENSG00000156427	Macaca fascicularis	-0.7795064806671065	Cone
FGF18	ENSG00000156427	Macaca fascicularis	0.2230674727783641	Horizontal Cell
FGF18	ENSG00000156427	Macaca fascicularis	-0.9105709823364074	Macrophage
FGF18	ENSG00000156427	Macaca fascicularis	0.5894392174413191	Melanocyte
FGF18	ENSG00000156427	Macaca fascicularis	-0.003219163909846285	Microglia
FGF18	ENSG00000156427	Macaca fascicularis	-0.6056768812791941	Muller Glia
FGF18	ENSG00000156427	Macaca fascicularis	0.27410526086970477	Pericyte
FGF18	ENSG00000156427	Macaca fascicularis	-0.26566586648737445	Retinal Ganglion Cell
FGF18	ENSG00000156427	Macaca fascicularis	-0.5772752069197009	Rod
FOXS1	ENSG00000179772	Homo sapiens	7.464086299620996	Pericyte
FOXS1	ENSG00000179772	Mus musculus	7.999258681940518	Pericyte
FOXS1	ENSG00000179772	Macaca fascicularis	7.436837856437742	Pericyte
FOXS1	ENSG00000179772	Homo sapiens	-3.53719792112927	Muller Glia
FOXS1	ENSG00000179772	Homo sapiens	-2.782274750005932	Rod
FOXS1	ENSG00000179772	Mus musculus	-3.40552956427764	Cone
FOXS1	ENSG00000179772	Homo sapiens	-2.5447099494810064	Bipolar Cell
FOXS1	ENSG00000179772	Macaca fascicularis	-4.1499019828579575	Retinal Ganglion Cell
FOXS1	ENSG00000179772	Mus musculus	-2.455197344899451	Retinal Ganglion Cell
FOXS1	ENSG00000179772	Mus musculus	-2.234182523149402	Bipolar Cell
FOXS1	ENSG00000179772	Mus musculus	-2.261961662524715	Rod
FOXS1	ENSG00000179772	Homo sapiens	-1.9163528121248699	Macrophage
FOXS1	ENSG00000179772	Mus musculus	-2.0670701157673435	Horizontal Cell
FOXS1	ENSG00000179772	Mus musculus	-2.3338676456918743	RPC
FOXS1	ENSG00000179772	Homo sapiens	-1.6540344445892006	Microglia
FOXS1	ENSG00000179772	Homo sapiens	-1.4958585786618759	Melanocyte
FOXS1	ENSG00000179772	Macaca fascicularis	-2.556544958173395	Amacrine Cell
FOXS1	ENSG00000179772	Homo sapiens	1.6602392183675991	RPC
FOXS1	ENSG00000179772	Mus musculus	-1.9557304218851475	Microglia
FOXS1	ENSG00000179772	Homo sapiens	1.9198780692676525	AC/HC Precursor
FOXS1	ENSG00000179772	Homo sapiens	1.875118750651666	Neurogenic Cell
FOXS1	ENSG00000179772	Homo sapiens	-1.0115072787115098	Retinal Ganglion Cell
FOXS1	ENSG00000179772	Macaca fascicularis	-2.2868954919962112	Rod
FOXS1	ENSG00000179772	Macaca fascicularis	-2.3704780155645664	Muller Glia
FOXS1	ENSG00000179772	Macaca fascicularis	-2.197972752986135	Macrophage
FOXS1	ENSG00000179772	Mus musculus	1.2243584709533093	Macrophage
FOXS1	ENSG00000179772	Homo sapiens	-1.2745848216707538	Rod Bipolar Cell
FOXS1	ENSG00000179772	Mus musculus	-1.4099849171084862	AC/HC Precursor
FOXS1	ENSG00000179772	Mus musculus	-0.8285896931603098	Amacrine Cell
FOXS1	ENSG00000179772	Homo sapiens	-0.7291259334351385	Cone
FOXS1	ENSG00000179772	Macaca fascicularis	-1.6986473648554368	Cone
FOXS1	ENSG00000179772	Mus musculus	-0.9590056150546065	Neurogenic Cell
FOXS1	ENSG00000179772	Homo sapiens	-0.7611356755987532	Horizontal Cell
FOXS1	ENSG00000179772	Macaca fascicularis	-1.568703421980152	Bipolar Cell
FOXS1	ENSG00000179772	Homo sapiens	-0.3605099280796148	Amacrine Cell
FOXS1	ENSG00000179772	Mus musculus	-0.3079833476353026	Muller Glia
FOXS1	ENSG00000179772	Mus musculus	-0.3609392571470393	Rod Bipolar Cell
FOXS1	ENSG00000179772	Mus musculus	-0.6081685999735738	Melanocyte
FOXS1	ENSG00000179772	Macaca fascicularis	-0.17052127780719445	Microglia
FOXS1	ENSG00000179772	Macaca fascicularis	0.2365952218883877	Horizontal Cell
FOXS1	ENSG00000179772	Macaca fascicularis	-0.0991318539473991	Melanocyte
FRZB	ENSG00000162998	Homo sapiens	8.251056333158607	Muller Glia
FRZB	ENSG00000162998	Mus musculus	9.029445788430102	Muller Glia
FRZB	ENSG00000162998	Macaca fascicularis	5.225172746064482	Pericyte
FRZB	ENSG00000162998	Macaca fascicularis	6.357625355287978	Muller Glia
FRZB	ENSG00000162998	Homo sapiens	4.223799188034554	Pericyte
FRZB	ENSG00000162998	Macaca fascicularis	-3.895928269157805	Amacrine Cell
FRZB	ENSG00000162998	Macaca fascicularis	-3.5878594407744564	Retinal Ganglion Cell
FRZB	ENSG00000162998	Macaca fascicularis	-6.48072285646437	Macrophage
FRZB	ENSG00000162998	Homo sapiens	-2.6567975395484913	Bipolar Cell
FRZB	ENSG00000162998	Homo sapiens	-3.2711225463155595	Macrophage
FRZB	ENSG00000162998	Homo sapiens	-2.8182874845674672	Amacrine Cell
FRZB	ENSG00000162998	Mus musculus	2.7185372775460563	Horizontal Cell
FRZB	ENSG00000162998	Homo sapiens	-2.1014538051515546	Rod
FRZB	ENSG00000162998	Mus musculus	-3.5942209546741153	Neurogenic Cell
FRZB	ENSG00000162998	Homo sapiens	-3.9437277518566938	Rod Bipolar Cell
FRZB	ENSG00000162998	Homo sapiens	3.1067029303377844	RPC
FRZB	ENSG00000162998	Mus musculus	1.658072987142344	Amacrine Cell
FRZB	ENSG00000162998	Homo sapiens	-2.139385019821502	Horizontal Cell
FRZB	ENSG00000162998	Mus musculus	-2.201497045890288	RPC
FRZB	ENSG00000162998	Mus musculus	-2.3877532518902584	Microglia
FRZB	ENSG00000162998	Macaca fascicularis	-1.537819952843048	Rod
FRZB	ENSG00000162998	Mus musculus	-1.9010983053467048	Macrophage
FRZB	ENSG00000162998	Mus musculus	-1.29750656086184	Rod
