Name	ID	Organism	log2FoldChange	Base
KIF18A	ENSG00000121621	Mus musculus	-1.701143020303309	Amacrine Cell
KIF18A	ENSG00000121621	Homo sapiens	-1.5132435833757827	Melanocyte
KIF18A	ENSG00000121621	Mus musculus	1.5097830969820543	Rod
KIF18A	ENSG00000121621	Homo sapiens	-1.1746343926767147	Retinal Ganglion Cell
KIF18A	ENSG00000121621	Mus musculus	-1.2579216871773646	Retinal Ganglion Cell
KIF18A	ENSG00000121621	Homo sapiens	-1.2891202110445876	Amacrine Cell
KIF18A	ENSG00000121621	Mus musculus	-1.1127479051431546	Bipolar Cell
KIF18A	ENSG00000121621	Mus musculus	-2.265051313656909	AC/HC Precursor
KIF18A	ENSG00000121621	Homo sapiens	-1.2806901710965948	Horizontal Cell
KIF18A	ENSG00000121621	Homo sapiens	0.5519791333566919	Rod
KIF18A	ENSG00000121621	Homo sapiens	-0.923463796349556	Pericyte
KIF18A	ENSG00000121621	Homo sapiens	-1.5133748530687083	AC/HC Precursor
KIF18A	ENSG00000121621	Mus musculus	-1.3085887301695023	Rod Bipolar Cell
KIF18A	ENSG00000121621	Homo sapiens	-0.40629029640754255	Macrophage
KIF18A	ENSG00000121621	Homo sapiens	0.27967321680233753	Muller Glia
KIF18A	ENSG00000121621	Homo sapiens	-0.9351988589994875	Rod Bipolar Cell
KIF18A	ENSG00000121621	Mus musculus	0.4054285827665142	Muller Glia
KIF18A	ENSG00000121621	Homo sapiens	-0.3956743457827273	Microglia
KIF18A	ENSG00000121621	Mus musculus	0.404142778750405	Macrophage
KIF18A	ENSG00000121621	Mus musculus	-0.4084518862408809	Pericyte
KIF18A	ENSG00000121621	Homo sapiens	-0.09179517291527109	Bipolar Cell
KIF18A	ENSG00000121621	Mus musculus	0.24362071707539237	Microglia
KIF18A	ENSG00000121621	Homo sapiens	-0.054825294006610494	Cone
KIF18A	ENSG00000121621	Mus musculus	-0.43258597102399815	Melanocyte
KIF18A	ENSG00000121621	Macaca fascicularis	-1.0514791397567973	Amacrine Cell
KIF18A	ENSG00000121621	Macaca fascicularis	-0.5775883903949425	Bipolar Cell
KIF18A	ENSG00000121621	Macaca fascicularis	-0.9769167485227954	Cone
KIF18A	ENSG00000121621	Macaca fascicularis	0.20839702868662957	Horizontal Cell
KIF18A	ENSG00000121621	Macaca fascicularis	-0.1277915133020716	Macrophage
KIF18A	ENSG00000121621	Macaca fascicularis	0.5121748769232963	Melanocyte
KIF18A	ENSG00000121621	Macaca fascicularis	-0.053512187297950244	Microglia
KIF18A	ENSG00000121621	Macaca fascicularis	-0.06060104989197704	Muller Glia
KIF18A	ENSG00000121621	Macaca fascicularis	0.2825198158000576	Pericyte
KIF18A	ENSG00000121621	Macaca fascicularis	-0.5824387343819164	Retinal Ganglion Cell
KIF18A	ENSG00000121621	Macaca fascicularis	1.0734645774712723	Rod
LHX1	ENSG00000273706	Mus musculus	9.893137118588573	Horizontal Cell
LHX1	ENSG00000273706	Homo sapiens	8.159595154964109	Horizontal Cell
LHX1	ENSG00000273706	Mus musculus	-5.216896951109241	RPC
LHX1	ENSG00000273706	Mus musculus	2.2764013435476778	Amacrine Cell
LHX1	ENSG00000273706	Mus musculus	-3.263369434735115	Neurogenic Cell
LHX1	ENSG00000273706	Mus musculus	3.30489039549301	AC/HC Precursor
LHX1	ENSG00000273706	Homo sapiens	3.3990810204289232	AC/HC Precursor
LHX1	ENSG00000273706	Homo sapiens	2.6453480341471476	Amacrine Cell
LHX1	ENSG00000273706	Mus musculus	1.3846987342431314	Cone
LHX1	ENSG00000273706	Mus musculus	-1.0075984815064487	Retinal Ganglion Cell
LHX1	ENSG00000273706	Homo sapiens	-1.906454876942915	Melanocyte
LHX1	ENSG00000273706	Mus musculus	-1.0106920990938635	Bipolar Cell
LHX1	ENSG00000273706	Mus musculus	1.599612129276695	Rod Bipolar Cell
LHX1	ENSG00000273706	Homo sapiens	-1.0735979811052039	Bipolar Cell
LHX1	ENSG00000273706	Homo sapiens	-0.9804646293640205	Rod
LHX1	ENSG00000273706	Mus musculus	0.8650273644785644	Muller Glia
LHX1	ENSG00000273706	Mus musculus	0.8152771339185855	Pericyte
LHX1	ENSG00000273706	Homo sapiens	-0.8573390688257144	Cone
LHX1	ENSG00000273706	Homo sapiens	0.8020933307417878	Microglia
LHX1	ENSG00000273706	Homo sapiens	-0.8931358710400239	RPC
LHX1	ENSG00000273706	Mus musculus	-0.592506121723879	Macrophage
LHX1	ENSG00000273706	Homo sapiens	-0.5522014629923794	Macrophage
LHX1	ENSG00000273706	Mus musculus	0.5508431624428024	Microglia
LHX1	ENSG00000273706	Homo sapiens	-0.6200884846728896	Rod Bipolar Cell
LHX1	ENSG00000273706	Mus musculus	-1.016455554868387	Melanocyte
LHX1	ENSG00000273706	Homo sapiens	-0.3493968269724262	Retinal Ganglion Cell
LHX1	ENSG00000273706	Homo sapiens	0.24766281502861368	Muller Glia
LHX1	ENSG00000273706	Homo sapiens	0.3716808646308	Pericyte
LHX1	ENSG00000273706	Homo sapiens	-0.19562855346141825	Neurogenic Cell
LHX1	ENSG00000273706	Mus musculus	0.049761367707926336	Rod
LHX1	ENSG00000273706	Macaca fascicularis	-0.06539786451916976	Amacrine Cell
LHX1	ENSG00000273706	Macaca fascicularis	-0.21105179266940807	Bipolar Cell
LHX1	ENSG00000273706	Macaca fascicularis	-0.2849143107823544	Cone
LHX1	ENSG00000273706	Macaca fascicularis	3.7826153041408404	Horizontal Cell
LHX1	ENSG00000273706	Macaca fascicularis	-0.2961654840706917	Macrophage
LHX1	ENSG00000273706	Macaca fascicularis	-0.14198538728984528	Melanocyte
LHX1	ENSG00000273706	Macaca fascicularis	-0.17102050777341102	Microglia
LHX1	ENSG00000273706	Macaca fascicularis	-0.33783121659316145	Muller Glia
LHX1	ENSG00000273706	Macaca fascicularis	-0.42572233981532337	Pericyte
LHX1	ENSG00000273706	Macaca fascicularis	-0.293151206451883	Retinal Ganglion Cell
LHX1	ENSG00000273706	Macaca fascicularis	-0.046046826534494656	Rod
MITF	ENSG00000187098	Homo sapiens	7.523883470754668	Melanocyte
MITF	ENSG00000187098	Homo sapiens	-2.979007483249118	Rod
MITF	ENSG00000187098	Macaca fascicularis	5.550543646529616	Melanocyte
MITF	ENSG00000187098	Mus musculus	6.047517954436049	Melanocyte
MITF	ENSG00000187098	Homo sapiens	-2.979217180670523	Bipolar Cell
MITF	ENSG00000187098	Homo sapiens	2.1781010245396693	Microglia
MITF	ENSG00000187098	Mus musculus	-2.6001923449775735	Bipolar Cell
MITF	ENSG00000187098	Macaca fascicularis	-3.9496818151324353	Bipolar Cell
MITF	ENSG00000187098	Homo sapiens	1.8046739069873396	Retinal Ganglion Cell
MITF	ENSG00000187098	Homo sapiens	1.9443899833164995	Macrophage
MITF	ENSG00000187098	Mus musculus	2.5857877464671066	Microglia
MITF	ENSG00000187098	Homo sapiens	-1.600068874467438	Cone
MITF	ENSG00000187098	Homo sapiens	-3.002700829588288	Rod Bipolar Cell
MITF	ENSG00000187098	Homo sapiens	1.0665555935479631	Muller Glia
MITF	ENSG00000187098	Mus musculus	1.3871857148230844	Horizontal Cell
MITF	ENSG00000187098	Homo sapiens	-2.7276925387042388	AC/HC Precursor
MITF	ENSG00000187098	Mus musculus	1.5174406296329999	Pericyte
MITF	ENSG00000187098	Mus musculus	-1.6291130942987635	RPC
MITF	ENSG00000187098	Mus musculus	-1.3890506405062588	Rod
MITF	ENSG00000187098	Macaca fascicularis	-2.1257916280399707	Muller Glia
MITF	ENSG00000187098	Macaca fascicularis	1.8679639947450375	Retinal Ganglion Cell
MITF	ENSG00000187098	Macaca fascicularis	2.168654306197361	Microglia
MITF	ENSG00000187098	Mus musculus	1.304470632981225	Macrophage
MITF	ENSG00000187098	Mus musculus	-1.2702841082580179	Neurogenic Cell
MITF	ENSG00000187098	Mus musculus	-1.6810861300764026	AC/HC Precursor
MITF	ENSG00000187098	Homo sapiens	0.8372178108913141	Pericyte
MITF	ENSG00000187098	Homo sapiens	-1.4574805176349808	Neurogenic Cell
MITF	ENSG00000187098	Macaca fascicularis	2.204096681688809	Horizontal Cell
MITF	ENSG00000187098	Mus musculus	0.5920786824021563	Amacrine Cell
MITF	ENSG00000187098	Mus musculus	-1.1153303391870795	Rod Bipolar Cell
MITF	ENSG00000187098	Macaca fascicularis	0.8963434516349804	Macrophage
MITF	ENSG00000187098	Homo sapiens	-0.4696805060632804	Horizontal Cell
MITF	ENSG00000187098	Homo sapiens	0.31649318174511426	Amacrine Cell
MITF	ENSG00000187098	Homo sapiens	0.509254917195091	RPC
MITF	ENSG00000187098	Mus musculus	-0.21731714761625573	Retinal Ganglion Cell
MITF	ENSG00000187098	Macaca fascicularis	0.6569794708258543	Pericyte
MITF	ENSG00000187098	Macaca fascicularis	-0.22304985853506398	Cone
MITF	ENSG00000187098	Mus musculus	-0.0716670557868638	Cone
MITF	ENSG00000187098	Macaca fascicularis	0.5452369001467924	Amacrine Cell
MITF	ENSG00000187098	Mus musculus	-0.030024678628605465	Muller Glia
MITF	ENSG00000187098	Macaca fascicularis	0.0069278336039652515	Rod
MLPH	ENSG00000115648	Homo sapiens	7.773696778122874	Melanocyte
MLPH	ENSG00000115648	Macaca fascicularis	9.16629784214548	Melanocyte
MLPH	ENSG00000115648	Homo sapiens	-3.7878248736870157	Rod
MLPH	ENSG00000115648	Mus musculus	7.657555607120322	Melanocyte
MLPH	ENSG00000115648	Homo sapiens	-3.6456488577197264	Muller Glia
MLPH	ENSG00000115648	Mus musculus	-3.6313886086454907	Rod
MLPH	ENSG00000115648	Mus musculus	-2.9593147155715718	Amacrine Cell
MLPH	ENSG00000115648	Homo sapiens	-2.4948287299435763	Bipolar Cell
MLPH	ENSG00000115648	Homo sapiens	-2.7096452137736975	Horizontal Cell
MLPH	ENSG00000115648	Homo sapiens	1.5442650362327714	Retinal Ganglion Cell
MLPH	ENSG00000115648	Mus musculus	2.611330240921379	Microglia
MLPH	ENSG00000115648	Homo sapiens	-1.8762148124527176	Cone
MLPH	ENSG00000115648	Homo sapiens	-2.3481296767844024	RPC
MLPH	ENSG00000115648	Mus musculus	2.109867375925483	Pericyte
MLPH	ENSG00000115648	Mus musculus	-1.4997378385043962	Bipolar Cell
MLPH	ENSG00000115648	Mus musculus	-2.1352537773738165	Neurogenic Cell
MLPH	ENSG00000115648	Mus musculus	-1.5974494923245355	Cone
MLPH	ENSG00000115648	Mus musculus	-1.347828672886927	Retinal Ganglion Cell
MLPH	ENSG00000115648	Macaca fascicularis	2.298935776516263	Retinal Ganglion Cell
MLPH	ENSG00000115648	Macaca fascicularis	2.4772693861079778	Amacrine Cell
MLPH	ENSG00000115648	Homo sapiens	-1.7956661298552026	Rod Bipolar Cell
MLPH	ENSG00000115648	Mus musculus	-1.513025102233233	RPC
MLPH	ENSG00000115648	Mus musculus	-1.6016918419169779	Muller Glia
MLPH	ENSG00000115648	Macaca fascicularis	-2.401653386112555	Macrophage
MLPH	ENSG00000115648	Mus musculus	-1.7159187764122676	AC/HC Precursor
MLPH	ENSG00000115648	Mus musculus	-1.8054273752341061	Rod Bipolar Cell
MLPH	ENSG00000115648	Homo sapiens	-1.535308671335906	Neurogenic Cell
MLPH	ENSG00000115648	Mus musculus	1.1054124714118974	Macrophage
MLPH	ENSG00000115648	Macaca fascicularis	-1.8356534450285857	Rod
MLPH	ENSG00000115648	Mus musculus	-0.7858324798680328	Horizontal Cell
MLPH	ENSG00000115648	Homo sapiens	-1.093736264019749	AC/HC Precursor
MLPH	ENSG00000115648	Homo sapiens	0.5176350879413271	Amacrine Cell
MLPH	ENSG00000115648	Macaca fascicularis	-1.5017382521633773	Cone
MLPH	ENSG00000115648	Macaca fascicularis	-0.6024381150972947	Microglia
MLPH	ENSG00000115648	Homo sapiens	0.09391721601652814	Macrophage
MLPH	ENSG00000115648	Homo sapiens	-0.07684448532743655	Microglia
MLPH	ENSG00000115648	Macaca fascicularis	-0.5400475338791797	Pericyte
MLPH	ENSG00000115648	Homo sapiens	-0.024773718588834582	Pericyte
MLPH	ENSG00000115648	Macaca fascicularis	-0.4404054428849244	Horizontal Cell
MLPH	ENSG00000115648	Macaca fascicularis	-0.8020778570293176	Bipolar Cell
MLPH	ENSG00000115648	Macaca fascicularis	-0.5985791815409329	Muller Glia
MUSTN1	ENSG00000272573	Mus musculus	8.678430607886536	Pericyte
MUSTN1	ENSG00000272573	Homo sapiens	6.832475976564321	Pericyte
MUSTN1	ENSG00000272573	Mus musculus	-2.9077677026423046	Cone
MUSTN1	ENSG00000272573	Mus musculus	-3.525703088901338	Neurogenic Cell
MUSTN1	ENSG00000272573	Homo sapiens	-2.488055142539895	Rod
MUSTN1	ENSG00000272573	Mus musculus	-2.650846342859732	RPC
MUSTN1	ENSG00000272573	Homo sapiens	-2.5242674228469886	Amacrine Cell
MUSTN1	ENSG00000272573	Mus musculus	1.5869679801205698	Amacrine Cell
MUSTN1	ENSG00000272573	Mus musculus	-1.5287207944829306	Rod
MUSTN1	ENSG00000272573	Homo sapiens	-1.8617778369157443	Retinal Ganglion Cell
MUSTN1	ENSG00000272573	Mus musculus	-1.1090018008705385	Bipolar Cell
MUSTN1	ENSG00000272573	Mus musculus	-0.9880457977392447	Retinal Ganglion Cell
MUSTN1	ENSG00000272573	Mus musculus	-1.379106072371316	Muller Glia
MUSTN1	ENSG00000272573	Homo sapiens	-1.1369767623988933	Muller Glia
MUSTN1	ENSG00000272573	Homo sapiens	-1.3578299815230546	Cone
MUSTN1	ENSG00000272573	Homo sapiens	-1.5668190227611818	Horizontal Cell
MUSTN1	ENSG00000272573	Mus musculus	-2.429724520126439	Melanocyte
MUSTN1	ENSG00000272573	Homo sapiens	-0.9038191063561833	Melanocyte
MUSTN1	ENSG00000272573	Homo sapiens	-1.235713756075613	Rod Bipolar Cell
MUSTN1	ENSG00000272573	Homo sapiens	-1.2784525425924451	AC/HC Precursor
MUSTN1	ENSG00000272573	Homo sapiens	0.5195344644394209	Macrophage
MUSTN1	ENSG00000272573	Mus musculus	0.41788927089458355	Horizontal Cell
MUSTN1	ENSG00000272573	Mus musculus	0.4801125844685997	Macrophage
MUSTN1	ENSG00000272573	Homo sapiens	0.3456223609633219	Bipolar Cell
MUSTN1	ENSG00000272573	Mus musculus	-0.5582520948352137	Microglia
MUSTN1	ENSG00000272573	Homo sapiens	-0.6726451539393493	Neurogenic Cell
MUSTN1	ENSG00000272573	Mus musculus	-0.4932960348957288	Rod Bipolar Cell
MUSTN1	ENSG00000272573	Mus musculus	-0.42494266509813156	AC/HC Precursor
MUSTN1	ENSG00000272573	Homo sapiens	-0.12164556660952106	Microglia
MUSTN1	ENSG00000272573	Homo sapiens	0.1502770479677391	RPC
MYBL1	ENSG00000185697	Homo sapiens	5.061196838852157	Neurogenic Cell
MYBL1	ENSG00000185697	Mus musculus	4.350174598017308	Neurogenic Cell
MYBL1	ENSG00000185697	Homo sapiens	1.7745406455921697	Rod
MYBL1	ENSG00000185697	Homo sapiens	2.7253299349578244	RPC
MYBL1	ENSG00000185697	Homo sapiens	1.041537756980614	Bipolar Cell
MYBL1	ENSG00000185697	Mus musculus	1.653737357877063	Muller Glia
MYBL1	ENSG00000185697	Homo sapiens	0.8461329861427404	Muller Glia
MYBL1	ENSG00000185697	Homo sapiens	-1.0795487166828746	Amacrine Cell
MYBL1	ENSG00000185697	Mus musculus	1.2749567594177558	Cone
MYBL1	ENSG00000185697	Homo sapiens	0.9677266934039225	Cone
MYBL1	ENSG00000185697	Mus musculus	1.525967966007218	RPC
MYBL1	ENSG00000185697	Homo sapiens	-1.399808583287089	Microglia
MYBL1	ENSG00000185697	Mus musculus	-1.864883121060249	Microglia
MYBL1	ENSG00000185697	Mus musculus	0.9635645232508211	Retinal Ganglion Cell
MYBL1	ENSG00000185697	Homo sapiens	-0.7572765069224607	Melanocyte
MYBL1	ENSG00000185697	Mus musculus	0.9411628678715521	Rod
MYBL1	ENSG00000185697	Mus musculus	0.766044853698414	Bipolar Cell
MYBL1	ENSG00000185697	Homo sapiens	-0.8860943822062194	Pericyte
MYBL1	ENSG00000185697	Homo sapiens	-0.7444967176093945	Horizontal Cell
MYBL1	ENSG00000185697	Homo sapiens	-0.5720111068288776	Macrophage
MYBL1	ENSG00000185697	Mus musculus	-0.5798368668058576	Horizontal Cell
MYBL1	ENSG00000185697	Mus musculus	0.782294843207654	AC/HC Precursor
MYBL1	ENSG00000185697	Mus musculus	0.7328428293812022	Rod Bipolar Cell
MYBL1	ENSG00000185697	Mus musculus	0.21029840137905156	Amacrine Cell
MYBL1	ENSG00000185697	Homo sapiens	0.2717580292301035	Rod Bipolar Cell
MYBL1	ENSG00000185697	Homo sapiens	-0.09188558949838121	Retinal Ganglion Cell
MYBL1	ENSG00000185697	Mus musculus	-0.12036109479211289	Macrophage
MYBL1	ENSG00000185697	Mus musculus	-0.06424248522744247	Pericyte
MYBL1	ENSG00000185697	Mus musculus	-0.07458817036820889	Melanocyte
MYBL1	ENSG00000185697	Homo sapiens	-0.008003746622731069	AC/HC Precursor
MYBL1	ENSG00000185697	Macaca fascicularis	0.7312765382881811	Amacrine Cell
MYBL1	ENSG00000185697	Macaca fascicularis	-0.09596277898410073	Bipolar Cell
MYBL1	ENSG00000185697	Macaca fascicularis	-1.118783399576807	Cone
MYBL1	ENSG00000185697	Macaca fascicularis	-0.6685301245867361	Horizontal Cell
MYBL1	ENSG00000185697	Macaca fascicularis	0.21598648891161135	Macrophage
MYBL1	ENSG00000185697	Macaca fascicularis	-1.170795321211258	Melanocyte
MYBL1	ENSG00000185697	Macaca fascicularis	0.3709116706856894	Microglia
MYBL1	ENSG00000185697	Macaca fascicularis	2.2034903520244185	Muller Glia
MYBL1	ENSG00000185697	Macaca fascicularis	-0.10511192897315133	Pericyte
MYBL1	ENSG00000185697	Macaca fascicularis	1.0095594945694386	Retinal Ganglion Cell
MYBL1	ENSG00000185697	Macaca fascicularis	0.6673424133380127	Rod
MYH11	ENSG00000133392	Mus musculus	8.972997108867851	Pericyte
MYH11	ENSG00000133392	Macaca fascicularis	7.282602141744461	Pericyte
MYH11	ENSG00000133392	Homo sapiens	6.068916655717594	Pericyte
MYH11	ENSG00000133392	Homo sapiens	-3.0356768547626474	Muller Glia
MYH11	ENSG00000133392	Homo sapiens	-3.308836689102371	Retinal Ganglion Cell
MYH11	ENSG00000133392	Homo sapiens	-3.1302851456791796	Amacrine Cell
MYH11	ENSG00000133392	Mus musculus	-3.060839528264151	Horizontal Cell
MYH11	ENSG00000133392	Mus musculus	-3.3590799833650027	RPC
MYH11	ENSG00000133392	Macaca fascicularis	-3.8929231638457082	Retinal Ganglion Cell
MYH11	ENSG00000133392	Mus musculus	-2.235191148614886	Cone
MYH11	ENSG00000133392	Mus musculus	-1.9542313211644888	Retinal Ganglion Cell
MYH11	ENSG00000133392	Mus musculus	-1.8233318124870108	Bipolar Cell
MYH11	ENSG00000133392	Homo sapiens	-2.1504179100759155	Horizontal Cell
MYH11	ENSG00000133392	Macaca fascicularis	-3.22596423385547	Macrophage
MYH11	ENSG00000133392	Homo sapiens	-1.9761640969021683	RPC
MYH11	ENSG00000133392	Mus musculus	-1.4746419279446914	Rod
MYH11	ENSG00000133392	Mus musculus	-1.8279292784165149	Muller Glia
MYH11	ENSG00000133392	Macaca fascicularis	-2.7304575909359254	Rod
MYH11	ENSG00000133392	Macaca fascicularis	-2.942845080618478	Bipolar Cell
MYH11	ENSG00000133392	Mus musculus	-1.1723492457722975	Amacrine Cell
MYH11	ENSG00000133392	Mus musculus	1.9317331952590875	AC/HC Precursor
MYH11	ENSG00000133392	Mus musculus	-1.7429681758437159	Microglia
MYH11	ENSG00000133392	Macaca fascicularis	-2.4933521504128757	Muller Glia
MYH11	ENSG00000133392	Homo sapiens	-0.7841032025467508	Rod
MYH11	ENSG00000133392	Mus musculus	-1.3529502899698986	Neurogenic Cell
MYH11	ENSG00000133392	Homo sapiens	0.7439523326412057	Microglia
MYH11	ENSG00000133392	Homo sapiens	-1.197351044357057	Rod Bipolar Cell
MYH11	ENSG00000133392	Homo sapiens	-1.2168929348505768	Neurogenic Cell
MYH11	ENSG00000133392	Macaca fascicularis	-1.6535122994334424	Amacrine Cell
MYH11	ENSG00000133392	Homo sapiens	-0.8653654856259266	AC/HC Precursor
MYH11	ENSG00000133392	Macaca fascicularis	-0.9787418872171847	Cone
MYH11	ENSG00000133392	Homo sapiens	-0.349209096297724	Cone
MYH11	ENSG00000133392	Mus musculus	0.40995728472720866	Macrophage
MYH11	ENSG00000133392	Homo sapiens	0.25136767657447373	Macrophage
MYH11	ENSG00000133392	Mus musculus	-0.35931421303991323	Rod Bipolar Cell
MYH11	ENSG00000133392	Mus musculus	0.7552218788988722	Melanocyte
MYH11	ENSG00000133392	Homo sapiens	0.11585722658514876	Melanocyte
MYH11	ENSG00000133392	Macaca fascicularis	0.5568590655954798	Microglia
MYH11	ENSG00000133392	Homo sapiens	-0.06602013241464282	Bipolar Cell
MYH11	ENSG00000133392	Macaca fascicularis	0.9659669855092613	Horizontal Cell
MYH11	ENSG00000133392	Macaca fascicularis	0.3386800296339964	Melanocyte
NEFL	ENSG00000277586	Homo sapiens	10.882534666332155	Retinal Ganglion Cell
NEFL	ENSG00000277586	Mus musculus	8.597979766372985	Retinal Ganglion Cell
NEFL	ENSG00000277586	Mus musculus	5.037255300896332	Horizontal Cell
NEFL	ENSG00000277586	Homo sapiens	4.223344969362524	Amacrine Cell
NEFL	ENSG00000277586	Homo sapiens	3.3144040537749277	Microglia
NEFL	ENSG00000277586	Mus musculus	3.3083971036655497	Amacrine Cell
NEFL	ENSG00000277586	Homo sapiens	3.7124373662831465	Horizontal Cell
NEFL	ENSG00000277586	Macaca fascicularis	4.138460483164324	Retinal Ganglion Cell
NEFL	ENSG00000277586	Homo sapiens	-2.7914467870496744	Melanocyte
NEFL	ENSG00000277586	Mus musculus	-2.5933111972824388	Rod
NEFL	ENSG00000277586	Homo sapiens	-3.2483755798875005	RPC
NEFL	ENSG00000277586	Mus musculus	-2.945294836590571	RPC
NEFL	ENSG00000277586	Mus musculus	3.1337732085781727	AC/HC Precursor
NEFL	ENSG00000277586	Homo sapiens	1.570067814541519	Bipolar Cell
NEFL	ENSG00000277586	Homo sapiens	1.6799025106281789	Cone
NEFL	ENSG00000277586	Mus musculus	1.6289846503921297	Bipolar Cell
NEFL	ENSG00000277586	Homo sapiens	1.0362109324304536	Rod
NEFL	ENSG00000277586	Mus musculus	1.6775287445681122	Neurogenic Cell
NEFL	ENSG00000277586	Mus musculus	-1.7086366214160729	Macrophage
NEFL	ENSG00000277586	Mus musculus	1.6578172747331823	Microglia
NEFL	ENSG00000277586	Homo sapiens	-1.0109629114585128	Macrophage
NEFL	ENSG00000277586	Homo sapiens	0.878700043844033	Pericyte
NEFL	ENSG00000277586	Mus musculus	-0.44427235919070973	Cone
NEFL	ENSG00000277586	Homo sapiens	-0.6852948443804068	AC/HC Precursor
NEFL	ENSG00000277586	Mus musculus	-1.0246940997896445	Melanocyte
NEFL	ENSG00000277586	Homo sapiens	-0.31407678597512206	Rod Bipolar Cell
NEFL	ENSG00000277586	Homo sapiens	-0.12008838260976654	Muller Glia
NEFL	ENSG00000277586	Mus musculus	-0.208128705215053	Pericyte
NEFL	ENSG00000277586	Macaca fascicularis	-0.340321612412286	Macrophage
NEFL	ENSG00000277586	Macaca fascicularis	-0.25993389059112276	Cone
NEFL	ENSG00000277586	Mus musculus	0.1712938865078501	Rod Bipolar Cell
NEFL	ENSG00000277586	Macaca fascicularis	-0.2904448497629501	Rod
NEFL	ENSG00000277586	Homo sapiens	0.11522844172669604	Neurogenic Cell
NEFL	ENSG00000277586	Macaca fascicularis	0.1812279413572762	Microglia
NEFL	ENSG00000277586	Mus musculus	-0.05908171844603908	Muller Glia
NEFL	ENSG00000277586	Macaca fascicularis	-0.5680533199615424	Pericyte
NEFL	ENSG00000277586	Macaca fascicularis	-0.3314350204499635	Melanocyte
NEFL	ENSG00000277586	Macaca fascicularis	0.06758281854400722	Amacrine Cell
NEFL	ENSG00000277586	Macaca fascicularis	0.004926506877655773	Horizontal Cell
NEFL	ENSG00000277586	Macaca fascicularis	-0.2120947027399903	Bipolar Cell
NEFL	ENSG00000277586	Macaca fascicularis	-0.3013975355421186	Muller Glia
NEFM	ENSG00000104722	Homo sapiens	9.382194935729622	Retinal Ganglion Cell
NEFM	ENSG00000104722	Mus musculus	7.316090488428815	Retinal Ganglion Cell
NEFM	ENSG00000104722	Macaca fascicularis	7.355520096588938	Retinal Ganglion Cell
NEFM	ENSG00000104722	Homo sapiens	3.1699121952193843	Amacrine Cell
NEFM	ENSG00000104722	Mus musculus	3.951259107644691	Horizontal Cell
NEFM	ENSG00000104722	Homo sapiens	2.9006339890218404	Horizontal Cell
NEFM	ENSG00000104722	Macaca fascicularis	-2.7753271775234163	Muller Glia
NEFM	ENSG00000104722	Homo sapiens	1.5075605686823754	Bipolar Cell
NEFM	ENSG00000104722	Homo sapiens	1.845975872869035	Pericyte
NEFM	ENSG00000104722	Mus musculus	1.976257406063619	Amacrine Cell
NEFM	ENSG00000104722	Homo sapiens	-2.4464885226399415	RPC
NEFM	ENSG00000104722	Homo sapiens	1.6102766682442458	Microglia
NEFM	ENSG00000104722	Homo sapiens	2.265296281657972	AC/HC Precursor
NEFM	ENSG00000104722	Mus musculus	2.762747109731512	AC/HC Precursor
NEFM	ENSG00000104722	Mus musculus	-2.5236958161949765	Microglia
NEFM	ENSG00000104722	Macaca fascicularis	-3.2410553796392034	Macrophage
NEFM	ENSG00000104722	Homo sapiens	-1.014784333253006	Muller Glia
NEFM	ENSG00000104722	Homo sapiens	0.891643206054079	Rod
NEFM	ENSG00000104722	Mus musculus	1.7885974434292577	Neurogenic Cell
NEFM	ENSG00000104722	Mus musculus	-1.4827089673208262	Rod
NEFM	ENSG00000104722	Homo sapiens	-1.0392079125794302	Melanocyte
NEFM	ENSG00000104722	Mus musculus	-1.9146957547569805	Macrophage
NEFM	ENSG00000104722	Macaca fascicularis	-1.5124149830941467	Rod
NEFM	ENSG00000104722	Macaca fascicularis	1.5953353431681323	Microglia
NEFM	ENSG00000104722	Homo sapiens	-0.7135909189120764	Macrophage
NEFM	ENSG00000104722	Macaca fascicularis	1.9972919250030114	Horizontal Cell
NEFM	ENSG00000104722	Macaca fascicularis	-0.9635444238465356	Cone
NEFM	ENSG00000104722	Mus musculus	-0.8025521182805103	RPC
NEFM	ENSG00000104722	Homo sapiens	0.47527982750537767	Cone
NEFM	ENSG00000104722	Mus musculus	0.3810319128817334	Cone
NEFM	ENSG00000104722	Mus musculus	-1.2102811048648274	Melanocyte
NEFM	ENSG00000104722	Homo sapiens	0.4453424371741047	Rod Bipolar Cell
NEFM	ENSG00000104722	Mus musculus	-0.48815051716048163	Pericyte
NEFM	ENSG00000104722	Mus musculus	-0.43262534353926435	Muller Glia
NEFM	ENSG00000104722	Mus musculus	0.444899709182756	Rod Bipolar Cell
NEFM	ENSG00000104722	Homo sapiens	-0.2518973267061311	Neurogenic Cell
NEFM	ENSG00000104722	Mus musculus	-0.057999316409931875	Bipolar Cell
NEFM	ENSG00000104722	Macaca fascicularis	-0.558610671059495	Amacrine Cell
NEFM	ENSG00000104722	Macaca fascicularis	-0.014934039306166777	Pericyte
NEFM	ENSG00000104722	Macaca fascicularis	-0.9445698519600836	Melanocyte
NEFM	ENSG00000104722	Macaca fascicularis	-0.12594925182553812	Bipolar Cell
NEUROD4	ENSG00000123307	Mus musculus	6.6883283601742285	Bipolar Cell
NEUROD4	ENSG00000123307	Homo sapiens	7.573600045557069	Bipolar Cell
NEUROD4	ENSG00000123307	Mus musculus	4.445825256572652	Rod
